title,years,link
"Maternal Caress,",1890-1891,"https://media.nga.gov/iiif/2df9cb71-485a-48d0-b72a-fb07480c7459/full/!588,600/0/default.jpg"
"Woman Bathing,",1890-1891,"https://media.nga.gov/iiif/88845be0-5431-4cc9-906e-cfc39b234e4e/full/!588,600/0/default.jpg"
"Elena Grimaldi,",1930,"https://media.nga.gov/iiif/f21045bb-436d-4b37-9ac4-704629ab53a7/full/!588,600/0/default.jpg"
"Rodin,",1926,"https://media.nga.gov/iiif/d61479ec-1884-44ef-9e61-7c4bb8b2a5fe/full/!588,600/0/default.jpg"
"Mademoiselle Bécat at the Cafe des Ambassadeurs (Aux Ambassadeurs: Mlle Bécat),",c. 1877,"https://media.nga.gov/iiif/293fc0d9-abea-4eee-a773-1b1c4d22e675/full/!588,600/0/default.jpg"
"King,",1945,"https://media.nga.gov/iiif/4348cda7-3e51-43d6-a7b5-308f465290b1/full/!588,600/0/default.jpg"
"Odalisque,","1825, published 1826","https://media.nga.gov/iiif/2a92a439-1f59-404e-a11a-17abe8ee52eb/full/!588,600/0/default.jpg"
"The People (Das Volk),",1922/1923,"https://media.nga.gov/iiif/6aa731e2-1251-4942-9fee-b7db0056c08e/full/!588,600/0/default.jpg"
"Edouard Gautier d'Agoty,",c. 1783,"https://media.nga.gov/iiif/bd925a0e-255b-46b7-a103-59e7ad7b2aa2/full/!588,600/0/default.jpg"
"Skaters' Island,",1937,"https://media.nga.gov/iiif/5d04f4e7-8b86-4dd4-9086-3d0f545afe0c/full/!588,600/0/default.jpg"
"Couple Seated on a Bed,",c. 1495/1503,"https://media.nga.gov/iiif/ba8e400b-6191-4b7a-88d8-3e5a1fe3a621/full/!588,600/0/default.jpg"
"Lion Tamer (Der Lowenbandiger),",1903/1916,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Chestnut Vendors (Marchands de marrons),",1878,"https://media.nga.gov/iiif/5d522beb-d316-4e22-a262-f8bac0cfee30/full/!588,600/0/default.jpg"
"Title Page,",1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Naissance de Monseigneur le Duc de Bourgogne,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Leda,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Bas-relief,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Culture des Lauriers,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Jacquot, Tambour-Major de Regiment du Roi,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Actions de graces pour le retablissement de la Sante de Monseigneur le Dauphin,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Genie de la musique,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Offrande au Dieu Terme,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait du Roi de Pologne, Electeur de Saxe,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Un enfant assis et appuye sur une pierre ...,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Temple de l'amitie,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Trophee de jardinier,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Vase pour le sacrifice de Bacchus,",published 1782,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Apollo and Hyacinthus,",1506,"https://media.nga.gov/iiif/faafb5f8-cf80-4124-aeea-2d81b8582e6a/full/!588,600/0/default.jpg"
"Thomas Haaringh (Old Haaringh),",c. 1655,"https://media.nga.gov/iiif/a006c68a-89fd-4542-8786-285fb332a9b3/full/!588,600/0/default.jpg"
"Self-Portrait Drawing at a Window,",1648,"https://media.nga.gov/iiif/032e24de-9660-4e90-a9f6-d429a03f3e67/full/!588,600/0/default.jpg"
"Chapel Doorway, Montresor,",1888,"https://media.nga.gov/iiif/964d75df-4826-4bd2-aa42-e7304effacac/full/!588,600/0/default.jpg"
"Woman Seated,",1945,"https://media.nga.gov/iiif/9c1ca3ce-3a5a-4e64-bcb0-fe19d560c1dd/full/!588,600/0/default.jpg"
"Garden of Hecelchácan,",1945,"https://media.nga.gov/iiif/a0c9c083-474e-41ae-b6c3-5a11926e59fb/full/!588,600/0/default.jpg"
"Hercules and the Cretan Bull,",c. 1514/1515,"https://media.nga.gov/iiif/4234dabc-51e9-4347-8aee-7aace1169aed/full/!588,600/0/default.jpg"
"Frontispiece for ""Balli di Sfessania"",",c. 1622,"https://media.nga.gov/iiif/74e04052-3ac2-4bde-bd93-d3b3dc096cba/full/!588,600/0/default.jpg"
"Gian Fritello and Ciurlo,",c. 1622,"https://media.nga.gov/iiif/73d009eb-ab49-458b-b66a-72c9acec60bc/full/!588,600/0/default.jpg"
"Bello Sguardo and Coviello,",c. 1622,"https://media.nga.gov/iiif/dd61081b-bd23-46bd-aca8-c5ac5e9fac01/full/!588,600/0/default.jpg"
"Taglia Cantoni and Fracasso,",c. 1622,"https://media.nga.gov/iiif/a4cc116c-69df-4710-ad5b-47491e99b552/full/!588,600/0/default.jpg"
"Scaramucia and Fricasso,",c. 1622,"https://media.nga.gov/iiif/0730e83c-c523-4644-a506-716061adeba8/full/!588,600/0/default.jpg"
"Il Capitano, or L'Innamorato,",1618/1620,"https://media.nga.gov/iiif/45041f26-e801-4a15-8bb2-f732f8bae93f/full/!588,600/0/default.jpg"
"Seated Figure No.5,",1945,"https://media.nga.gov/iiif/46836b2d-1558-43da-b9a8-2d106eab979d/full/!588,600/0/default.jpg"
"Le Nouveau pavage en bois... de Paris,",1842,"https://media.nga.gov/iiif/40616c77-1b1d-4936-b730-f13e12d2dea3/full/!588,600/0/default.jpg"
"Fallait pas me tutoyer, j'suis dans...,",1843,"https://media.nga.gov/iiif/c0715504-f2b1-4677-abd1-a1f856904ca8/full/!588,600/0/default.jpg"
"Parole d'honneur Mme. Frenouillet...,",1841,"https://media.nga.gov/iiif/13468302-c079-410b-8e62-557d22bd6cd8/full/!588,600/0/default.jpg"
"Le Coup de vent,",1843,"https://media.nga.gov/iiif/f565cb51-8be5-4a8d-b1f6-c8ce65d3c044/full/!588,600/0/default.jpg"
"Monsieur... Monsieur, v'la vot' mouchoir,",1842,"https://media.nga.gov/iiif/f7844a4d-43df-4d5e-9e00-ef87f5e9916c/full/!588,600/0/default.jpg"
"Le Danger de... visiter un site par trop sauvage,",1845,"https://media.nga.gov/iiif/ff8bf5af-dbf5-4f54-a3e7-f78f93e4445d/full/!588,600/0/default.jpg"
"Un Surveillant obligé de fermer l'oeil...,",1845,"https://media.nga.gov/iiif/19808321-1306-420d-8a57-6750a399c271/full/!588,600/0/default.jpg"
"Weislingen Attacked by the Forces of Goetz (Weislingen attaqué par les gens de Goetz),",1836,"https://media.nga.gov/iiif/503622c6-8eb3-4c16-9504-54c3fc87f7c5/full/!588,600/0/default.jpg"
"Saint Michael and the Dragon,",1546/1556,"https://media.nga.gov/iiif/2b9e3705-2eca-41e4-9bcd-f5fd70f311b1/full/!588,600/0/default.jpg"
"Gelmeroda,",1918,"https://media.nga.gov/iiif/ff537586-4cb1-41de-94ac-a0c713864326/full/!588,600/0/default.jpg"
"Apollo and Marsyas,",1536,"https://media.nga.gov/iiif/d5b95111-334a-4b00-93ca-cc7ebbce8c98/full/!588,600/0/default.jpg"
"Vues de Paris (Views of Paris),",1765,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Quai des Thuilleries,",1765,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Lawyer Wade,",1890,"https://media.nga.gov/iiif/2a133873-6b6b-47e1-bd8d-8f14f60b92c6/full/!588,600/0/default.jpg"
"The Hat Pin (Le chapeau epingle),",1894,"https://media.nga.gov/iiif/4a70aeea-a6f3-46aa-963d-c046a5334324/full/!588,600/0/default.jpg"
"Self-Portrait II,",1926,"https://media.nga.gov/iiif/e60ecfdb-77fe-492e-b50d-41d5797fa81e/full/!588,600/0/default.jpg"
"Rain and the Sea,",1946,"https://media.nga.gov/iiif/7f927bfa-77f9-486b-a32d-00053f75fafd/full/!588,600/0/default.jpg"
"Lender Bowing (Lender saluant),",1895,"https://media.nga.gov/iiif/760fa883-9a53-49ce-b0cc-e5840fa430d3/full/!588,600/0/default.jpg"
"Isis,",published 1819,"https://media.nga.gov/iiif/94a9ff83-0b44-4c28-a800-413ab8100a0d/full/!588,600/0/default.jpg"
"Place Dauphine,",1943,"https://media.nga.gov/iiif/a78bf2fb-00bf-4b4c-9dec-d6588450ed57/full/!588,600/0/default.jpg"
"Rochemaure,",1943,"https://media.nga.gov/iiif/af6b54ea-a355-4407-a2e7-27bd9978a855/full/!588,600/0/default.jpg"
"Skull,",1520,"https://media.nga.gov/iiif/c5cc4c12-6c73-483b-9aff-df256e20e6d2/full/!588,600/0/default.jpg"
"Draped Figure, Standing,",1891,"https://media.nga.gov/iiif/c7366e0f-f574-489b-b685-673be059d1e5/full/!588,600/0/default.jpg"
"Lady and Child,",1892,"https://media.nga.gov/iiif/bfd43a83-26e4-4e1e-bd07-48ba78f8f721/full/!588,600/0/default.jpg"
"Stéphane Mallarmé,",1892,"https://media.nga.gov/iiif/11bde377-0754-45dd-b8eb-b5818dcff968/full/!588,600/0/default.jpg"
"The Fair,",1895/1896,"https://media.nga.gov/iiif/28441510-0c7a-4a21-99de-d43fed55d300/full/!588,600/0/default.jpg"
"Accident in the Gobi Desert,",1943,"https://media.nga.gov/iiif/bece46c1-4de6-426b-97eb-cf09f546e097/full/!588,600/0/default.jpg"
"The Grand Piazza,",published 1750/1758,"https://media.nga.gov/iiif/ba9fc0b0-2c8b-480e-8299-0dfab611e0a8/full/!588,600/0/default.jpg"
"Prisoners on a Projecting Platform,",published 1750/1758,"https://media.nga.gov/iiif/58ef4595-e608-4620-9d1b-768a9e948a95/full/!588,600/0/default.jpg"
"The Pier with a Lamp,",published 1750/1758,"https://media.nga.gov/iiif/d2a6553f-f165-4673-8f8c-a68c99b1f032/full/!588,600/0/default.jpg"
"Love as Folly,",c. 1773/1776,"https://media.nga.gov/iiif/873cdb22-532a-43da-8bc7-9fbaf6ec640e/full/!588,600/0/default.jpg"
"A Prince of Saxony,",c. 1517,"https://media.nga.gov/iiif/c13d83bf-6bcf-49d2-ab42-642ff754cae1/full/!588,600/0/default.jpg"
"Margarethe Vöhlin,",1527,"https://media.nga.gov/iiif/0bd962a9-fe23-4393-894c-fa01a5bb71c8/full/!588,600/0/default.jpg"
"Dance in a Madhouse,",1917,"https://media.nga.gov/iiif/eb83766d-ae40-4420-a67d-00d24203967c/full/!588,600/0/default.jpg"
"The Black Sheep,",1946,"https://media.nga.gov/iiif/a072d083-eef0-4373-af37-a8bd717796b9/full/!588,600/0/default.jpg"
"The Corner of the Sofa (No. 3),",c. 1879,"https://media.nga.gov/iiif/73816766-827b-48a0-acb6-a5eb6476d121/full/!588,600/0/default.jpg"
"Ma Belle Mere (Mother-in-Law),",1919,"https://media.nga.gov/iiif/0fa1341d-5182-468b-83ee-72cc1de10ac6/full/!588,600/0/default.jpg"
"Strasse in Königsberg (Street in Königsberg),",1918,"https://media.nga.gov/iiif/e9535d34-8362-4a03-b8c2-1d61e8443af7/full/!588,600/0/default.jpg"
"The Meadow at Grave, near Villerville (Le Pre des Graves, a Villerville),",1875,"https://media.nga.gov/iiif/4b4badd4-dc44-44f7-b7c8-9de7c0ece417/full/!588,600/0/default.jpg"
"Désagrément d'aller a la pêche...,",1847,"https://media.nga.gov/iiif/76eee4a4-48ae-4317-a295-9e7f58968a6b/full/!588,600/0/default.jpg"
"A Star Falls and Makes Hell to Open,",1546/1556,"https://media.nga.gov/iiif/16fdd693-644a-4d59-9e27-bdb9b1672a80/full/!588,600/0/default.jpg"
"The Winepress of the Wrath of God,",1546/1556,"https://media.nga.gov/iiif/acd9748a-9661-44ad-b3bf-81bd319b414a/full/!588,600/0/default.jpg"
"Two Dapple-Gray Horses Exercising (Deux chevaux gris pommele que l'on promene),",1822,"https://media.nga.gov/iiif/c83dc9dd-eb91-4d31-8459-dc34448ad78f/full/!588,600/0/default.jpg"
"The Sacrifice (Das Opfer),",1922/1923,"https://media.nga.gov/iiif/f84b24cd-8dfb-4098-a865-b7ea9f51568b/full/!588,600/0/default.jpg"
"Fontaines qui se voyent a Ruel,",probably 1665,"https://media.nga.gov/iiif/34601ac5-330e-4a8f-a6ce-382b7af333e2/full/!588,600/0/default.jpg"
"Le chasteau de Ruel,",probably 1665,"https://media.nga.gov/iiif/05dab01c-a954-4677-b27e-c7f06dec211b/full/!588,600/0/default.jpg"
"Clam Diggers, Cape Cod,",1946,"https://media.nga.gov/iiif/69929343-2257-46d7-88d3-fb514724d414/full/!588,600/0/default.jpg"
"Henri de Toulouse-Lautrec,",1890,"https://media.nga.gov/iiif/168c4f1d-2ceb-47f8-b610-75a4eebc9165/full/!588,600/0/default.jpg"
"Woman with a Harp,",1544,"https://media.nga.gov/iiif/fced0cd7-aa93-4fd5-a6fc-724884351e06/full/!588,600/0/default.jpg"
"Cellule Auriculaire (Auricular Cell),",1894,"https://media.nga.gov/iiif/4d66ee7f-e21b-4428-aac1-aea2f869c87e/full/!588,600/0/default.jpg"
"Maternity (Maternite),",c. 1912,"https://media.nga.gov/iiif/2492acae-cb13-49f6-8af1-db89c335a957/full/!588,600/0/default.jpg"
"Virgin and Child with the Apple,",c. 1470/1475,"https://media.nga.gov/iiif/e3503bd6-0d1e-498b-aa2b-01f254910b3f/full/!588,600/0/default.jpg"
"Landscape with Two Cows,",1807,"https://media.nga.gov/iiif/42148b33-f221-4a3b-bfdc-35eb2dfa8e34/full/!588,600/0/default.jpg"
"Apollo as a Warrior,",1804,"https://media.nga.gov/iiif/e7c17e7e-0ada-404f-aee0-fb6f89be55c8/full/!588,600/0/default.jpg"
"Landscape with Group of Trees Surrounded by Water,",1802,"https://media.nga.gov/iiif/af2b3606-da22-4ffe-a5da-51fc0bc9aa9d/full/!588,600/0/default.jpg"
"Study of a Tree,",1802,"https://media.nga.gov/iiif/f4c20a40-1b0f-4622-b54e-a970431b74ff/full/!588,600/0/default.jpg"
"Oriental Woman, Holding a Torch,",1806,"https://media.nga.gov/iiif/6d71bc0c-415a-44d7-be4e-d86d15bcee3f/full/!588,600/0/default.jpg"
"Landscape with Old Trees by Water,",1803,"https://media.nga.gov/iiif/4451ea68-f556-4bb1-a418-370a8b4eaaed/full/!588,600/0/default.jpg"
"Eastern Patriarch,",1803,"https://media.nga.gov/iiif/9f8ed4fd-c5d1-4362-8f18-6ad53ea2c769/full/!588,600/0/default.jpg"
"At La Gaiete Rochechouart: Nicolle (A La Gaieté Rochechouart: Nicolle),",1893,"https://media.nga.gov/iiif/daeec293-8552-4504-acc5-15c8e1f4db3e/full/!588,600/0/default.jpg"
"Woman in Corset (Femme en corset),",1896,"https://media.nga.gov/iiif/d23081a5-380c-47a9-923b-f8a413e77ea7/full/!588,600/0/default.jpg"
"The Motorist (L'automobiliste),",1896,"https://media.nga.gov/iiif/eb11aae6-aff5-4329-bae1-33f3483aa3e4/full/!588,600/0/default.jpg"
"Cadieux - Small Casino (Cadieux - Petit casino),",1893,"https://media.nga.gov/iiif/8b4df422-ab93-4222-93d9-e970ef04440c/full/!588,600/0/default.jpg"
"Yvette Guilbert,",1893,"https://media.nga.gov/iiif/f249442e-1a07-4982-b873-c11d869e3144/full/!588,600/0/default.jpg"
"Paula Brébion,",1893,"https://media.nga.gov/iiif/5792d0dd-f451-45fa-909a-d6f9677f7e31/full/!588,600/0/default.jpg"
"Singer,",1893,"https://media.nga.gov/iiif/d48a06ee-3f92-4fad-adf5-5ed7c7890a7c/full/!588,600/0/default.jpg"
"Clowns,",1893,"https://media.nga.gov/iiif/f015d047-672a-41e5-a7a9-61b365246091/full/!588,600/0/default.jpg"
"Ornament with Morris Dancers,",c. 1490/1500,"https://media.nga.gov/iiif/729a1703-a058-4280-8351-264658495ca2/full/!588,600/0/default.jpg"
"The Submersion of Pharoah's Army in the Red Sea,",c. 1514/1515,"https://media.nga.gov/iiif/d11da795-fe61-4b22-8590-726ef38c50c7/full/!588,600/0/default.jpg"
"Draped Figure, Standing,",1891,"https://media.nga.gov/iiif/dff56da3-cf1f-4f5b-9a97-7b3aac4c31d1/full/!588,600/0/default.jpg"
"Hound and Hunter,",1892,"https://media.nga.gov/iiif/aff699f3-2ce5-4b10-b58d-0736f1ae3760/full/!588,600/0/default.jpg"
"A Crouching Figure Holding a Shield [verso],",probably c. 1793,"https://media.nga.gov/iiif/cfd8483a-6394-4564-9855-220c1cc77ec0/full/!588,600/0/default.jpg"
"The Pitcher and the Fruit-Dish,",1925,"https://media.nga.gov/iiif/3a60ea74-692a-48cd-a602-76041b265903/full/!588,600/0/default.jpg"
"Lovers on a Bench,",1922,"https://media.nga.gov/iiif/09655f48-92f9-4fc8-98ce-7ce9071b2dbb/full/!588,600/0/default.jpg"
"Illustrations to Fables & Tales by Gellert, Gleim, Hagedorn, Lichtwer and Pfeffel,",1793,"https://media.nga.gov/iiif/75c67747-9c8a-4149-940e-61570187752a/full/!588,600/0/default.jpg"
"Saint George Standing,",1533,"https://media.nga.gov/iiif/ad8604ee-60fe-474f-9173-e7104b64aacc/full/!588,600/0/default.jpg"
"Spiral,",1934,"https://media.nga.gov/iiif/40760d5e-5cb2-46c6-9d89-d805ba18dd09/full/!588,600/0/default.jpg"
"Sleep,",1946,"https://media.nga.gov/iiif/3ac02afb-b103-44b2-83b8-20dcb13a841f/full/!588,600/0/default.jpg"
"Christmas Card 1946,",1946,"https://media.nga.gov/iiif/0ed82e16-91ec-43f1-9454-00c1b549b921/full/!588,600/0/default.jpg"
"Nave Nave Fenua,",probably 1894,"https://media.nga.gov/iiif/d9c21f3c-3d20-47f7-913d-73d7fb0fd4c6/full/!588,600/0/default.jpg"
"Pears on a Plate,",1947,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Memorial to Karl Liebknecht (Gedenkblatt fur Karl Liebknecht),",1919,"https://media.nga.gov/iiif/1c32efaa-82fe-4cd9-9b71-cb9c394b7cab/full/!588,600/0/default.jpg"
"Self-Portrait (Selbstbildnis von vorn),",1923,"https://media.nga.gov/iiif/79370080-4e44-4369-ba91-7c8e81f52115/full/!588,600/0/default.jpg"
"General Washington at Princeton,",c. 1790,"https://media.nga.gov/iiif/0b4bee4d-350a-4efb-8417-abcff7820fa1/full/!588,600/0/default.jpg"
"Gouverneur Kemble,",1853,"https://media.nga.gov/iiif/2c2f7ec8-59fb-430e-ac34-95bd7c6381b0/full/!588,600/0/default.jpg"
"Henry Theodore Tuckerman,",1866,"https://media.nga.gov/iiif/9a17a98d-5e76-4631-b4fa-003b99cc1af3/full/!588,600/0/default.jpg"
"Mr. Motte,",c. 1760,"https://media.nga.gov/iiif/3cc55e7b-d6bd-4b5f-98a3-7a6dc19a450b/full/!588,600/0/default.jpg"
"Abraham Lincoln,","1908, reworked 1917","https://media.nga.gov/iiif/09535e10-924c-456f-abc1-ce29e85ea9e9/full/!588,600/0/default.jpg"
"Portrait of a Gentleman,",c. 1726/1740,"https://media.nga.gov/iiif/fb66d404-72f8-4fde-b435-680ec785f356/full/!588,600/0/default.jpg"
"Portrait of a Lady,",c. 1705/1710,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait of a Man,",c. 1785,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait of a Man,",c. 1840,"https://media.nga.gov/iiif/bab3a5c8-80ef-455d-9689-86d08df8a92c/full/!588,600/0/default.jpg"
"Thomas Earle,",1800,"https://media.nga.gov/iiif/6ee6457e-a25e-4595-8753-ce7d3e7872bd/full/!588,600/0/default.jpg"
"Portrait of a Man,",second quarter 18th century,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait of a Man,",c. 1810,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Dr. John Edwards Holbrook,",1857,"https://media.nga.gov/iiif/82c4f800-4a50-468a-b596-419a86a280b1/full/!588,600/0/default.jpg"
"Edwin Forrest,",1871,"https://media.nga.gov/iiif/441d8a7b-c340-4ebe-a5fc-27d529af82ce/full/!588,600/0/default.jpg"
"Abraham Lincoln,",c. 1864 or after,"https://media.nga.gov/iiif/5574f2b5-9d83-4b3e-a2fc-5c0342168001/full/!588,600/0/default.jpg"
"Eliab Metcalf (?),",c. 1815,"https://media.nga.gov/iiif/2dbb7b7e-ece8-4858-ac3e-7caca77609db/full/!588,600/0/default.jpg"
"Amy Taylor Dickson (Mrs. John Dickson),",c. 1835,"https://media.nga.gov/iiif/883e4b49-68fc-491b-bdcd-aab48aa145f3/full/!588,600/0/default.jpg"
"Portrait of a Lady,",c. 1825/1830,"https://media.nga.gov/iiif/05bdd595-c033-4683-9902-01e8f3b83bde/full/!588,600/0/default.jpg"
"Portrait of a Gentleman,",c. 1710/1730,"https://media.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686/full/!588,600/0/default.jpg"
"Portrait of a Man,",first quarter 18th century,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait of a Man,",c. 1845,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Hon. Sir Francis Burton Conyngham,",c. 1790/1795,"https://media.nga.gov/iiif/f7f44f5f-8a84-4921-85a1-a04412a6f7a9/full/!588,600/0/default.jpg"
"James Lloyd,",after 1808,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Portrait of a Gentleman,",c. 1760,"https://media.nga.gov/iiif/86cf4943-a3cf-497e-a1fc-ce6df9eb630c/full/!588,600/0/default.jpg"
"Spanish Singers (Les chantres espagnols),",1865,"https://media.nga.gov/iiif/268cf2ec-c53d-42bd-b585-9280df70e727/full/!588,600/0/default.jpg"
"Self-Portrait, 10th plate,",1905,"https://media.nga.gov/iiif/c14ac330-7047-4746-9e9b-463acb008f0c/full/!588,600/0/default.jpg"
"La Ferme a l'aire l'apres-midi,",1926,"https://media.nga.gov/iiif/5c135fc4-82fa-417b-88c6-8eb050fbb4cf/full/!588,600/0/default.jpg"
"Knock Out, Second Version (Le K.O. du noir (seconde version)),",1922,"https://media.nga.gov/iiif/ab47a675-2b4c-4523-9773-6782b9de26ce/full/!588,600/0/default.jpg"
"Model Kneeling (Le Modele a genoux ou nu a genoux),",1924,"https://media.nga.gov/iiif/75878d9d-5d44-45fd-ba1b-dbc93ce8ded2/full/!588,600/0/default.jpg"
"The Church of Megeve (L'Eglise de Megeve),",1930,"https://media.nga.gov/iiif/7aa76d86-7966-4c39-9900-22ce586ffda3/full/!588,600/0/default.jpg"
"Hotel Borgne,",1929,"https://media.nga.gov/iiif/246b8cc2-e0e9-478d-8d47-a6d6e2854069/full/!588,600/0/default.jpg"
"Sebasto's Bar (Le Bar du Sebasto),",c. 1927/1929,"https://media.nga.gov/iiif/36bfca49-409d-4064-99df-cdcabcf0de57/full/!588,600/0/default.jpg"
"Jules Romains,",1921,"https://media.nga.gov/iiif/fef236a6-2c19-4c47-b89e-8d5db941df84/full/!588,600/0/default.jpg"
"Illustration for ""Les vits imaginaires"",",1926,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Female Nude with Journal (Femme nue au journal),",1924,"https://media.nga.gov/iiif/908c52d7-3508-406b-8511-e5f7e373d54a/full/!588,600/0/default.jpg"
"Les Tas de sable,",1924,"https://media.nga.gov/iiif/d70a4182-f1e4-4377-b085-c6f6ce3f720b/full/!588,600/0/default.jpg"
"Crayfish Pond, Chaville (Chaville l'etang des ecrevisses),",1924,"https://media.nga.gov/iiif/6cd85cc3-0455-4316-9b52-d6eba727383a/full/!588,600/0/default.jpg"
"Le Chene de Doisu a Chaville,",1924,"https://media.nga.gov/iiif/1dd1619d-dced-4d18-9047-92f37f146f52/full/!588,600/0/default.jpg"
"Nude with Umbrella (Nu a l'ombrelle),",1924,"https://media.nga.gov/iiif/e7390a05-50bb-4d0a-b106-7a0a24989684/full/!588,600/0/default.jpg"
